id,brand,car_model,type,desc,problem,datetime,status
513361,上汽大众,朗逸,2018款 1.5L 自动 风尚版 经典 国VI,上汽大众朗逸熄火后油箱位置异响严重,"H147,I294,",2020-08-24,处理反馈
513357,长城汽车,哈弗H6 Coupe,2016款 1.5T 自动 两驱精英型,哈弗H6 Coupe电子系统故障多项功能失灵,"H110,",2020-08-24,处理反馈
513350,奇瑞汽车,艾瑞泽5,2016款 1.5L CVT 领锐版,奇瑞艾瑞泽5行驶中天窗自动开启无法关闭,"H89,H192,",2020-08-24,处理反馈
513348,东风标致,标致3008,2013款 1.6T 自动 THP至尚版,东风标致3008进气系统故障发动机故障灯亮,"A34,",2020-08-24,处理反馈
513346,东风标致,标致408,2016款 1.6T 自动 豪华版,东风标致408方向盘按键有掉皮的现象,"H168,",2020-08-24,信息审核
513342,起亚（进口）,索兰托,2013款 2.2T 豪华版 柴油 7座,进口起亚索兰托高压油泵故障要求免费更换,"H78,",2020-08-24,信息审核
513338,华晨宝马,宝马3系,2020款 325Li M运动曜夜套装,华晨宝马3系发动机热量管理模块故障,"A191,L310,",2020-08-24,用户评分
513330,上汽大众,凌渡,2019款 280TSI DSG 舒适版 国VI,上汽大众凌渡发动机爆震 变速箱顿挫有异响,"A18,B33,B19,M283,",2020-08-24,处理反馈
513324,吉利汽车,帝豪GL,2017款 1.8L 自动 精英型,吉利帝豪GL仪表盘玻璃外罩开裂质量差,"H168,",2020-08-24,处理反馈
513323,华晨宝马,宝马3系,2020款 325Li 首发版,华晨宝马3系左后尾灯出现裂纹厂家拒绝保修,"H220,I297,",2020-08-24,处理反馈
513318,广汽丰田,汉兰达,2018款 2.0T 四驱 至尊版 7座 国VI,广汽丰田汉兰达变速箱 方向盘及刹车异响,"B33,D59,E43,H72,",2020-08-24,处理反馈
513317,DS汽车,DS 5LS,2014款 1.6T 自动 豪华版 THP200,长安标致雪铁龙DS 5LS事故车维修没有配件 ,"N318,",2020-08-24,信息审核
513310,一汽-大众奥迪,奥迪Q5,2013款 40 TFSI 自动 技术型,一汽大众奥迪Q5车内有异味影响身体健康,"H185,",2020-08-24,信息审核
513308,上汽大众,朗逸,2017款 1.6L 手动 风尚版,上汽大众朗逸变速箱异响倒挡无法解除,"B33,B20,",2020-08-24,处理反馈
513303,比亚迪,比亚迪S7,2015款 2.0T 自动 豪华型,比亚迪S7因偶发性漏水导致异响抖动,"H109,",2020-08-24,处理反馈
513302,长安汽车,锐程CC,2020款 1.5T 自动 潮锐型,长安锐程CC车门多处生锈 气囊故障灯亮,"H79,H103,",2020-08-24,厂家受理
513301,奇瑞汽车,瑞虎3x,2017款 1.5L 自动 时尚版,奇瑞瑞虎3x行驶过程中发动机突然熄火,"A14,",2020-08-24,处理反馈
513297,一汽-大众,速腾,2015款 230TSI  手动 豪华型,一汽大众速腾电网控制单元出现故障,"H110,",2020-08-24,处理反馈
513296,东风日产,轩逸,2019款 1.6XV CVT 智联尊享版 国VI,东风日产轩逸刹车时油箱异响明显,"H147,",2020-08-24,处理反馈
513294,上汽通用五菱,新宝骏RM-5,2019款 1.5T CVT 24小时在线 尊贵型 6座,新宝骏RM-5变速箱挂挡顿挫严重 车机死机,"B19,B115,B184,H155,J298,",2020-08-24,处理反馈
513290,一汽-大众,高尔夫,2019款 200TSI DSG 舒适进取版 国VI,一汽大众高尔夫预定与所提车型年款不同,"M280,",2020-08-24,用户评分
513288,奔驰（进口）,奔驰GLE,2016款 320 4MATIC 动感型,进口奔驰GLE行驶中车顶配件掉落要求处理,"H179,",2020-08-24,信息审核
513287,上汽通用五菱,五菱宏光,2013款 1.5L 舒适型L2B,上汽通用五菱宏光车身生锈车漆起泡脱落,"H79,H81,",2020-08-24,处理反馈
513286,东风雪铁龙,世嘉,2016款 1.6L 手动 品尚型 经典,东风雪铁龙世嘉减震器弹簧断裂,"G204,",2020-08-24,处理反馈
513284,上汽大众,Polo,2016款 1.4L 自动 风尚型,上汽大众Polo经销商售后不退还储值卡余额,"I293,L314,",2020-08-24,处理反馈
513282,奇瑞汽车,瑞虎7,2020款 1.5T CVT 豪华型,奇瑞瑞虎7左尾灯灯罩磨损4S店不予解决,"H220,I295,",2020-08-24,处理反馈
513281,上汽大通,上汽大通MAXUS V80,2019款 2.5T 经典款 AMT 傲运通 长轴 中顶 7座,上汽大通MAXUS V80 DPF堵塞行驶中熄火,"A255,A114,",2020-08-24,用户评分
513278,一汽-大众奥迪,奥迪A4L,2019款 40 TFSI 时尚型 国VI,一汽大众奥迪A4L变速箱换挡异响抖动顿挫,"B33,B19,B95,",2020-08-24,信息审核
513276,一汽-大众,速腾,2018款 280TSI DSG熠动版,一汽大众速腾发动机高压泵异响厂家未解决,"A9,",2020-08-24,处理反馈
513275,广汽丰田,凯美瑞,2019款 2.0G 豪华版 国VI,广汽丰田凯美瑞行驶过程中车内有异响,"H164,",2020-08-24,处理反馈
513259,东风日产,阳光,2015款 1.5XE 手动 大师版,东风日产阳光起步时离合器异响要求解决,"C65,",2020-08-24,处理反馈
513258,吉利汽车,帝豪GL,2017款 1.8L 手动 精英型,吉利帝豪GL下雨天车门打不开希望处理,"H197,",2020-08-24,用户评分
513256,东风雪铁龙,雪铁龙C4L,2014款 1.6THP 自动 智驱版 劲智型,东风雪铁龙C4L发动机烧机油 链条异响,"A63,A45,I297,J306,",2020-08-24,处理反馈
513254,一汽丰田,亚洲龙,2019款 2.5L 进取版 国Ⅵ,一汽丰田亚洲龙刹车异响 A柱车门异响,"E43,H15,",2020-08-24,信息审核
513248,东风雪铁龙,雪铁龙C4L,2013款 1.6THP 自动 劲享版,东风雪铁龙C4L转向柱松动影响安全,"D337,I297,",2020-08-24,厂家受理
513243,上汽大众,朗逸,2019款 280TSI DSG 豪华版 国VI,上汽大众朗逸低速行驶中变速箱异响,"B33,",2020-08-24,用户评分
513240,长城汽车,WEY VV5,2019款 1.5T 两驱 颜先锋,WEY VV5发动机故障灯亮 变速箱顿挫,"A34,B19,B20,",2020-08-24,信息审核
513239,众泰汽车,芝麻,2018款 eZ 翼享版,众泰芝麻右后刹车分泵损坏漏油影响安全,"E196,N318,",2020-08-24,厂家受理
513236,一汽-大众奥迪,奥迪A4L,2020款 40 TFSI 豪华动感型,一汽大众奥迪A4L车轮异响严重希望处理,"G125,",2020-08-24,信息审核
513234,吉利汽车,帝豪GL,2017款 1.8L 手动 精英型,吉利帝豪GL下雨天车门打不开希望处理,"H197,",2020-08-24,处理反馈
513233,奔驰（进口）,奔驰C级（进口）,2016款 180 旅行轿车,进口奔驰C级转向机故障沉重失灵望厂家解决,"D156,D57,D265,",2020-08-24,信息审核
513232,广汽本田,凌派,2017款 1.8L CVT 舒适特装版,广汽本田凌派风扇电机故障导致无法工作,"A191,",2020-08-24,用户评分
513229,长安汽车,逸动DT,2018款 1.6L 手动 智享型,长安逸动DT转向柱生锈希望厂家处理,"H79,",2020-08-24,厂家受理
513228,众泰汽车,众泰E200,2018款 飞鱼座,众泰E200制动总泵损坏充电机损坏厂家无货,"E29,E196,H340,N318,",2020-08-24,信息审核
513227,长安汽车,长安CS55 PLUS,2020款 1.5T 手动 炫色型,长安CS55 PLUS行驶过程中发动机和车门异响,"A9,G204,H72,",2020-08-24,信息审核
513218,东风日产,天籁,2013款 2.0L XL 舒适版,东风日产天籁车内异味 发动机烧机油,"A63,B22,D58,F100,H185,",2020-08-24,处理反馈
513216,北京现代,朗动,2016款 1.6L 自动 智能型,北京现代朗动中控屏黑屏无法正常使用,"H134,",2020-08-24,处理反馈
513214,上汽大众,朗逸,2010款 1.4TSI DSG运动版,上汽大众朗逸后排进水更换密封条未解决,"H109,",2020-08-24,处理反馈
513212,一汽大众,捷达VS5,2019款 280TSI 自动 荣耀型,捷达VS5正常行驶中底盘异响希望得到解决,"G56,",2020-08-24,处理反馈
513210,一汽丰田,威驰,2017款 1.3L CVT 锐行版,一汽丰田威驰行驶中发动机异响4S店不处理,"A9,",2020-08-24,信息审核
513208,长安马自达,马自达3 昂克赛拉,2019款 云控版 两厢 1.5L 自动 豪华型 国V,长安马自达昂克赛拉汽油泵故障行驶中熄火,"H78,",2020-08-24,用户评分
513206,东风本田,本田CR-V,2019款 锐·混动 2.0L 四驱 净享版 国V,东风本田CR-V行驶中ACC感应失灵,"H170,",2020-08-24,处理反馈
513202,东风本田,本田CR-V,2019款 耀目版 240TURBO CVT 两驱 舒适版 国VI,东风本田CR-V轮胎吃胎偏磨要求解决,"G245,",2020-08-24,处理反馈
513190,一汽-大众,速腾,2018款 280TSI 双离合 舒适型,一汽大众速腾踩油门加速变速箱有异响,"B33,",2020-08-24,用户评分
513181,广汽丰田,凯美瑞,2018款 2.5HG E-CVT 豪华版,广汽丰田凯美瑞普利司通轮胎凹槽开裂,"F100,",2020-08-24,处理反馈
513180,奥迪（进口）,奥迪S3,2015款 2.0T Limousine,进口奥迪S3变速箱报警 发动机漏防冻液,"A37,B96,B115,",2020-08-24,信息审核
513178,吉利汽车,帝豪GL,2019款 1.4T CVT 尊贵智享版,吉利帝豪GL发动机和变速箱故障灯多次报警,"A34,B96,I295,",2020-08-24,用户评分
513176,华晨宝马,宝马X1,2020款 sDrive25Li 领先型,华晨宝马X1变速箱无法挂挡副驾安全带故障,"B20,B184,H118,",2020-08-24,处理反馈
513174,众泰汽车,大迈X7,2017款 1.5T 手动 豪华型,离合器异响,"C,",2020-08-24,厂家受理
513173,上汽斯柯达,速派,2013款 1.4T DSG 绅仕版,斯柯达速派发动机烧机油 故障灯亮,"A34,A63,",2020-08-24,用户评分
513171,一汽-大众,宝来,2020款 1.5L 自动 舒适型,一汽大众宝来引擎盖车漆开裂4S店否认问题,"H81,",2020-08-24,处理反馈
513169,北京现代,领动,2016款 1.6L 自动 智炫·精英型,北京现代领动空调面板开裂希望尽快处理,"H168,",2020-08-24,处理反馈
513167,BEIJING汽车,绅宝D70,2018款 性能版 1.8T 舒适版,北汽绅宝D70发动机抖动 熄火 碳罐进油,"A24,A14,H271,",2020-08-24,处理反馈
513162,广汽丰田,凯美瑞,2019款 2.5G 豪华版 国VI,广汽丰田凯美瑞副驾驶车门生锈希望处理,"H79,",2020-08-24,处理反馈
513159,上汽大众,途观L,2019款 380TSI 自动 四驱 智动豪华版 国VI,上汽大众途观L主驾驶座椅异响维修未解决,"H169,",2020-08-24,用户评分
513156,一汽-大众奥迪,奥迪A4L,2017款 2.0T 双离合 运动型 Plus,一汽大众奥迪A4L右前大灯内有雪花状裂纹,"H220,",2020-08-24,信息审核
513152,上汽大众,途观,2017款 300TSI 自动 两驱 丝绸之路舒适版,上汽大众途观发动机转速高车速却很低,"B20,",2020-08-24,处理反馈
513150,一汽丰田,奕泽IZOA,2020款 2.0L 奕驰版,一汽丰田奕泽旧车置换补贴不兑现,"L313,",2020-08-24,信息审核
513144,比亚迪,比亚迪F0,2010款 尚酷爱国版 1.0 手动 铉酷型,比亚迪F0底盘锈蚀严重希望尽快处理,"H79,",2020-08-24,处理反馈
513127,吉利汽车,帝豪GL,2017款 1.3T 手动 精英型,吉利帝豪GL副驾驶座椅缝线开裂海绵漏出,"H168,",2020-08-24,处理反馈
513123,广汽本田,飞度,2014款 1.5L CVT LX舒适型,广汽本田飞度变速箱漏油希望尽快解决,"B22,",2020-08-24,处理反馈
513120,奇瑞汽车,瑞虎5x,2019款 1.5L CVT 智享版,瑞虎5x变速箱上坡时无法加速望厂家解决,"B334,",2020-08-24,处理反馈
513118,领克汽车,领克01,2017款 2.0T 自动 两驱 型 Pro,领克01车辆在拖车过程中疑似进水,"J299,",2020-08-24,用户评分
513117,众泰汽车,众泰E200,2018款 Pro,众泰E200动力电池经常断开无法行驶,"H343,",2020-08-24,信息审核
513116,广汽丰田,雷凌,2017款 1.2T G CVT 精英版,广汽丰田雷凌变速箱漏油质保期内未告知,"B22,",2020-08-24,处理反馈
513115,一汽-大众,探岳,2019款 征途版 280TSI 两驱 豪华型 国Ⅵ,一汽大众探岳大灯透镜白雾影响夜间照明安全,"H82,",2020-08-24,处理反馈
513113,北京现代,领动,2016款 1.6L 自动 智炫·精英型,北京现代领动4S店维修后门锁故障,"H197,J300,",2020-08-23,信息审核
513100,SWM斯威汽车,SWM斯威G01,2019款 1.5T 手动 智UP 国V,斯威G10车辆购买前重新做过漆要求解决,"M284,",2020-08-23,信息审核
513098,北京奔驰,奔驰C级,2015款 200 L,北京奔驰C级发动机进气凸轮轴移位,"A34,",2020-08-23,信息审核
513096,上汽斯柯达,昊锐,2009款 1.8TSI 自动 贵雅版,斯柯达昊锐车内刺鼻异味严重无法解决,"H185,",2020-08-23,处理反馈
513095,上汽大众,朗逸,2019款 280TSI DSG 舒适版 国VI,上汽大众朗逸变速箱异响希望尽快解决,"B33,",2020-08-23,用户评分
513093,一汽-大众奥迪,奥迪A6L,2020款 40 TFSI 豪华动感型,一汽大众奥迪A6L低速行驶变速箱抖动异响,"B33,B95,",2020-08-23,信息审核
513089,一汽-大众奥迪,奥迪A6L,2020款 45 TFSI 臻选动感型,一汽大众奥迪A6L变速箱异响4S店无法解决,"B33,B95,I295,J298,",2020-08-23,信息审核
513086,东风本田,思铂睿,2013款 2.4L 自动 TYPE-S,东风本田思铂睿行驶中转向沉重要求解决,"D156,D291,",2020-08-23,用户评分
513085,广汽本田,雅阁,2016款 2.0L CVT 精英版,广汽本田雅阁右侧日间行车灯不亮要求解决,"H82,",2020-08-23,处理反馈
513078,一汽-大众,T-ROC探歌,2018款 280TSI DSG 两驱 舒适型 国V,一汽大众T-ROC探歌大灯亮度不足要求处理,"H82,",2020-08-23,用户评分
513077,一汽-大众,速腾,2015款 1.6L  自动 舒适型,一汽大众速腾轮速传感器多次报警要求解决,"E62,N317,",2020-08-23,处理反馈
513076,一汽-大众奥迪,奥迪A4L,2019款 40 TFSI 时尚型 国V,一汽大众奥迪A4L车身镀铬亮条氧化严重,"H81,",2020-08-23,信息审核
513075,奇瑞汽车,捷途X70,2018款 1.5T 手动 畅行版,捷途X70经销商承诺免费保养不兑现,"L313,",2020-08-23,用户评分
513068,上汽大众,途安,2018款 途安L 280TSI 自动 豪华版 7座,上汽大众途安左侧A柱三角窗处传出异响,"H164,I295,",2020-08-23,处理反馈
513065,奇瑞汽车,瑞虎7,2020款 1.6T DCT 型 PRO,奇瑞瑞虎7底盘多处生锈4S店修出新故障,"H79,J300,",2020-08-23,处理反馈
513061,广汽丰田,凯美瑞,2008款 240G 2.4 自动 豪华版,广汽丰田凯美瑞仪表台出油反光影响驾驶安全,"H176,",2020-08-23,处理反馈
513060,BEIJING汽车,绅宝D50,2014款 1.5L 手动 精英版,绅宝D50安全气囊故障灯亮无法消除,"H103,",2020-08-23,处理反馈
513058,一汽-大众,探岳,2020款 330TSI 两驱 豪华智联版,一汽大众探岳刹车失灵 大灯亮度过低,"E29,H82,",2020-08-23,处理反馈
513052,华晨宝马,宝马X1,2015款 xDrive20i 时尚型,华晨宝马X1转向时失去助力故障灯亮,"D156,D291,",2020-08-23,处理反馈
513049,江铃福特,全顺,2017款 2.0T 多功能商用车 短轴 低顶 国V 柴油,江铃福特全顺三元催化器堵塞导致故障灯亮,"A34,H54,",2020-08-23,处理反馈
513044,广汽本田,凌派,2019款 180Turbo CVT 豪华版 国VI,广汽本田凌派涡轮增压器异响动力不足,"A189,",2020-08-23,处理反馈
513041,一汽-大众,迈腾,2020款 330TSI DSG 豪华型,一起大众迈腾新车机油泄漏4S店出售问题车,"M284,",2020-08-23,用户评分
513037,上汽大众,朗逸,2019款 1.5L 自动 舒适版 国VI,上汽大众朗逸行驶中加速时变速箱异响,"B33,",2020-08-23,处理反馈
513030,广汽丰田,YARiS L 致炫,2016款 1.5E CVT 魅动版 改款,广汽丰田致炫原装韩泰轮胎出现裂纹,"F100,",2020-08-23,处理反馈
513023,广汽本田,飞度,2014款 1.5L CVT LX舒适型,广汽本田飞度冷车启动时发动机异响,"A9,",2020-08-23,处理反馈
513020,一汽-大众,高尔夫,2016款 1.6L  自动 舒适型,一汽大众高尔夫换挡机构故障导致故障灯亮,"B96,B184,",2020-08-23,处理反馈
513019,东风雪铁龙,C4世嘉,2016款 1.6L 手动 豪华型,东风雪铁龙C4世嘉方向盘晃动要求更换,"D80,",2020-08-23,处理反馈
513018,广汽丰田,雷凌,2014款 1.6G CVT 精英版,广汽丰田雷凌变速箱漏油 后减震器漏油,"B22,G25,",2020-08-23,处理反馈
513017,广汽本田,凌派,2019款 180Turbo CVT 豪华版 国VI,广汽本田凌派行驶中涡轮增压器故障无法加速,"A189,",2020-08-23,处理反馈
513012,奇瑞汽车,瑞虎3x,2017款 1.5L 手动 时尚版,奇瑞瑞虎3x前风挡玻璃无故开裂希望处理,"H113,",2020-08-23,用户评分
513011,广汽乘用车,传祺GA8,2017款 280T 尊享版,广汽传祺GA8水管破损渗漏防冻液希望处理,"A37,H168,",2020-08-23,处理反馈
513008,江淮汽车,瑞风S5,2014款 2.0L 手动 尊贵版,江淮瑞风S5发动机掉落厂家不处理,"A241,",2020-08-23,处理反馈
513004,长城汽车,炮,2019款 2.0T 自动 两驱 舒适版 汽油 GW4C20B,长城炮车联网功能无法使用希望尽快处理,"H155,",2020-08-23,处理反馈
513002,一汽-大众,探岳,2019款 330TSI 两驱 豪华型Plus 国VI,一汽大众探岳变速箱异响无法加速,"B33,B334,",2020-08-23,用户评分
512999,上汽大众,朗逸,2019款 280TSI DSG 舒适版 国VI,上汽大众朗逸右前轮刹车异响严重,"E43,",2020-08-23,处理反馈
512998,众泰汽车,众泰E200,2016款 纯电动 三门两座科技版,众泰E200动力电池故障无法行驶无配件,"H343,N318,",2020-08-23,厂家受理
512997,上汽大众,途观,2013款 2.0TSI 自动 四驱 豪华版,上汽大众途观进气管漏油希望处理,"A12,",2020-08-23,处理反馈
512988,一汽-大众,速腾,2017款 230TSI 自动 舒适型,一汽大众速腾高速行驶时多个故障灯亮,"D156,D291,E74,E62,H203,",2020-08-23,处理反馈
512986,东风本田,本田CR-V,2019款 240TURBO CVT 两驱 风尚版 国VI,东风本田CR-V前机盖爆皮车门金属条掉色,"H81,",2020-08-23,处理反馈
512985,北京奔驰,奔驰C级,2016款 200 运动版,北京奔驰C级发动机启动延迟 故障灯亮,"A34,A44,",2020-08-23,信息审核
512982,上汽通用五菱,新宝骏RS-5,2019款 1.5T CVT 智能驾控豪华版 国VI,新宝骏RS-5车门饰条开裂 自动刹车功能不全,"H179,I295,M279,",2020-08-23,处理反馈
512974,一汽吉林,森雅R7,2017款 1.6L 手动 豪华型,一汽吉林森雅R7发动机漏油希望厂家处理,"A12,",2020-08-23,信息审核
512971,上汽大众,朗逸,2018款 1.5L 自动 舒适版 国V,上汽大众朗逸韩泰轮胎开裂存在质量问题,"F100,",2020-08-23,处理反馈
512970,上汽大众,朗逸,2017款 1.6L 自动 舒适版,上汽大众朗逸韩泰轮胎出现裂口严重影响安全,"F100,",2020-08-23,用户评分
512966,东风本田,本田XR-V,2020款 1.5L CVT 舒适版,东风本田XR-V 4S店收取购车意向金不予退还,"K309,",2020-08-23,处理反馈
512962,一汽-大众,速腾,2019款 200TSI DSG 舒适型 国V,一汽大众速腾换挡时变速箱有异响,"B33,",2020-08-23,用户评分
512959,一汽-大众,速腾,2018款 280TSI DSG熠动版,一汽大众速腾四条韩泰轮胎出现裂纹,"F100,",2020-08-23,用户评分
512955,广汽丰田,凯美瑞,2018款 2.5HG E-CVT 豪华版,广汽丰田凯美瑞机油增多无解决方案,"A339,",2020-08-23,用户评分
512954,华晨宝马,宝马5系,2018款 530Li 领先型 M运动套装 改款,华晨宝马5系4S店维修车辆故意拖延,"I282,L314,",2020-08-23,用户评分
512950,东风本田,本田XR-V,2015款 1.5L LXi CVT经典版,东风本田XR-V发动机启动时异响严重,"A9,",2020-08-23,处理反馈
512948,广汽丰田,凯美瑞,2012款 凯美瑞·尊瑞 2.5 HG 自动 豪华版,广汽丰田凯美瑞混合动力系统故障无法加速,"H343,",2020-08-23,处理反馈
512936,上汽大众,途观L,2019款 330TSI 自动 两驱 R-Line旗舰版 国VI,上汽大众途观L方向盘居中时车辆却向右跑偏,"G117,",2020-08-23,用户评分
512933,众泰汽车,众泰T600,2015款 1.5T 手动 尊贵型,众泰T600副驾驶中控台处有漏水的现象,"H109,",2020-08-23,信息审核
512927,华晨宝马,宝马5系,2020款 530Li 尊享型 M运动套装,华晨宝马5系车机系统一直无法进行升级,"O348,",2020-08-23,处理反馈
512923,一汽丰田,RAV4荣放,2020款 2.0L CVT 两驱 风尚版,一汽丰田RAV4荣放车门 车窗及车身异响,"H72,H15,",2020-08-23,信息审核
512920,北京现代,悦动,2018款 1.6L 自动 悦目版 GL 国V,北京现代悦动车身多处锈蚀影像行车安全,"H79,",2020-08-23,处理反馈
512912,一汽吉林,森雅R9,2018款 1.2T 自动 豪华智尚型,一汽吉林森雅R9变速箱及废气排放系统故障,"A34,B96,",2020-08-23,厂家受理
512908,华晨宝马,宝马5系,2019款 530Li 领先型 豪华套装 改款,华晨宝马5系车内持续异响希望解决,"H164,",2020-08-23,处理反馈
512907,江淮汽车,瑞风M4,2016款 2.0L 豪华型,江淮瑞风M4发动机无故障码抖动,"A24,",2020-08-23,处理反馈
512906,长安马自达,马自达CX-5,2015款 2.5L 自动 四驱 旗舰型,长安马自达CX-5悦联系统屏幕乱跳,"H134,",2020-08-23,处理反馈
512902,广汽本田,凌派,2019款 180Turbo CVT 领先版 国V,广汽本田凌派4S店召回燃油泵后发动机熄火,"A14,",2020-08-23,处理反馈
512900,一汽吉林,森雅R9,2018款 1.2T 自动 豪华智尚型,一汽吉林森雅R9厂家不提供配件无法维修,"N318,",2020-08-23,信息审核
512899,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳车身低频共振 前后雨刮异响,"H268,H60,",2020-08-23,处理反馈
512898,一汽-大众,捷达,2019款 1.4L 手动 时尚型 梦想版,一汽大众捷达离合器行程长脚感硬 刹车生锈,"C181,E42,",2020-08-23,处理反馈
512897,上汽大众,朗逸,2017款 1.6L 手动 风尚版,上汽大众朗逸车内异味影响身体健康,"H185,",2020-08-23,处理反馈
512892,北汽昌河,昌河Q7,2018款 1.5T CVT 精英型 5座,北汽昌河Q7中控屏卡死无故重启要求解决,"H134,",2020-08-23,处理反馈
512889,东风悦达起亚,福瑞迪,2018款 1.6L 手动 智享天窗版 Value,东风悦达起亚福瑞迪空调压缩机故障不予质保,"H101,I297,",2020-08-23,处理反馈
512884,吉利新能源,星越新能源,2019款 改款 400T 驭星者 纯电动续航80KM,吉利星越新能源车机系统卡顿与宣传不符,"H155,M279,",2020-08-23,处理反馈
512877,吉利汽车,远景X6,2020款 1.4T CVT 亚运版,吉利远景X6底盘生锈车窗和天窗不能自动关闭,"H79,H67,H192,",2020-08-23,处理反馈
512870,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳车灯亮度低影响夜间行车安全,"H82,",2020-08-23,用户评分
512869,长安马自达,马自达3 昂克赛拉,2020款 2.0L 自动 质炫版,长安马自达昂克赛拉仪表盘方向盘减震器异响,"D59,G52,H72,H202,",2020-08-23,处理反馈
512866,奇瑞汽车,艾瑞泽GX,2019款 Pro 1.5T CVT 型色版 国VI,奇瑞艾瑞泽GX油门踏板抖动4S店查不出原因,"A174,J301,",2020-08-23,处理反馈
512864,一汽-大众奥迪,奥迪A6L,2019款 45 TFSI 臻选动感型,一汽大众奥迪A6L尾灯多处有开裂的现象,"H220,",2020-08-23,信息审核
512862,广汽本田,雅阁,2018款 260TURBO 精英版 国V,广汽本田雅阁踩油门行驶时发动机有异响,"A9,",2020-08-23,处理反馈
512860,DS汽车,DS 7,2018款 45THP 运动版,长安标致雪铁龙DS7尾灯进水严重承诺不兑现,"H88,L313,",2020-08-23,信息审核
512855,东风本田,杰德,2016款 1.8L 自动 舒适精英版 5座,东风本田杰德挂D挡和S挡时车辆无法行驶,"B334,",2020-08-23,用户评分
